P,H,T,RH,U,V
684,3307,10.6,89.7,-3.7,3.8
684,3311,10.6,89.2,-3.7,3.8
683,3316,10.7,88.4,-3.7,3.8
683,3322,10.7,87.8,-3.7,3.8
683,3326,10.7,87.6,-3.7,3.8
682,3331,10.7,87.7,-3.7,3.8
682,3336,10.6,88.1,-3.7,3.8
681,3340,10.6,88.1,-3.7,3.8
681,3345,10.6,87.4,-3.7,3.8
681,3349,10.6,87.1,-3.7,3.7
680,3353,10.6,87.3,-3.7,3.7
680,3359,10.5,87.5,-3.7,3.7
680,3363,10.5,87.5,-3.7,3.7
679,3368,10.4,87.4,-3.7,3.6
679,3373,10.4,87.3,-3.7,3.6
678,3377,10.4,87.2,-3.7,3.5
678,3382,10.4,87.2,-3.7,3.5
678,3386,10.3,87.2,-3.7,3.5
677,3391,10.3,87.2,-3.7,3.5
677,3395,10.3,87.1,-3.7,3.4
677,3399,10.3,86.8,-3.7,3.3
676,3403,10.3,86.6,-3.7,3.3
676,3409,10.3,86.1,-3.8,3.3
675,3415,10.2,85.5,-3.8,3.3
675,3419,10.2,84.7,-3.7,3.2
675,3423,10.2,84.1,-3.7,3.2
674,3427,10.2,83.5,-3.8,3.1
674,3432,10.2,82.5,-3.8,3.1
674,3437,10.2,81.8,-3.8,3.1
673,3443,10.2,81.5,-3.8,3.1
673,3446,10.2,81.6,-3.8,3.1
672,3452,10.1,82.0,-3.8,3.1
672,3456,10.1,82.7,-3.8,3.1
672,3461,10.0,83.3,-3.8,3.1
671,3465,10.0,83.3,-3.8,3.0
671,3471,10.0,83.1,-3.8,3.0
670,3475,10.0,83.1,-3.9,3.0
670,3481,10.0,83.4,-3.9,3.0
670,3485,9.9,83.6,-3.9,3.0
669,3490,9.9,83.9,-3.9,3.0
669,3495,9.8,84.0,-3.9,3.0
669,3500,9.8,84.0,-3.9,3.0
668,3504,9.8,83.9,-3.9,3.0
668,3508,9.7,83.6,-3.9,3.0
667,3514,9.7,82.9,-3.9,3.0
667,3518,9.7,82.4,-3.9,3.0
667,3523,9.7,82.3,-3.9,3.0
666,3528,9.6,82.0,-3.9,3.0
666,3534,9.6,81.5,-3.9,3.0
666,3537,9.6,81.0,-3.8,3.0
665,3541,9.5,80.7,-3.8,3.0
665,3547,9.5,81.0,-3.8,3.0
664,3551,9.5,81.3,-3.8,3.0
664,3556,9.4,81.7,-3.8,3.0
664,3562,9.4,82.3,-3.7,3.0
663,3567,9.3,82.7,-3.7,3.0
663,3571,9.3,83.4,-3.7,3.0
662,3576,9.2,84.1,-3.7,3.0
662,3581,9.1,84.0,-3.8,3.1
662,3585,9.1,83.7,-3.8,3.1
661,3590,9.1,83.7,-3.7,3.2
661,3595,9.0,83.7,-3.7,3.2
660,3601,9.0,83.6,-3.7,3.2
660,3606,8.9,83.7,-3.7,3.3
660,3611,8.9,83.9,-3.7,3.4
659,3616,8.8,84.1,-3.7,3.4
659,3622,8.8,84.2,-3.6,3.5
658,3628,8.8,84.3,-3.6,3.6
658,3632,8.7,84.5,-3.6,3.7
657,3637,8.7,84.9,-3.5,3.7
657,3643,8.6,85.6,-3.5,3.9
657,3649,8.5,86.5,-3.4,3.9
656,3656,8.5,87.1,-3.4,4.1
656,3662,8.4,87.4,-3.3,4.1
655,3668,8.4,87.9,-3.3,4.3
655,3674,8.3,88.8,-3.2,4.4
654,3682,8.2,90.1,-3.1,4.5
654,3689,8.2,91.0,-3.0,4.6
653,3693,8.2,90.9,-3.0,4.7
653,3699,8.2,90.8,-2.9,4.8
652,3705,8.1,91.1,-2.7,4.9
652,3710,8.0,91.7,-2.7,5.0
651,3716,8.0,92.3,-2.6,5.1
651,3724,7.9,92.9,-2.5,5.2
650,3729,7.8,93.3,-2.4,5.3
650,3735,7.8,93.5,-2.3,5.3
650,3739,7.8,93.5,-2.2,5.4
649,3744,7.8,93.4,-2.1,5.5
649,3750,7.7,93.4,-2.0,5.5
648,3754,7.7,93.7,-1.9,5.6
648,3759,7.7,94.2,-1.9,5.6
648,3764,7.7,94.4,-1.8,5.6
647,3769,7.6,94.8,-1.7,5.6
647,3774,7.6,95.9,-1.7,5.7
646,3779,7.6,97.4,-1.6,5.7
646,3784,7.6,98.3,-1.6,5.7
646,3790,7.6,99.0,-1.5,5.7
645,3794,7.6,99.5,-1.5,5.7
645,3799,7.6,99.7,-1.5,5.7
644,3805,7.6,99.7,-1.4,5.7
644,3810,7.5,99.6,-1.4,5.7
644,3815,7.5,99.6,-1.4,5.7
643,3820,7.5,99.6,-1.4,5.7
643,3825,7.5,99.4,-1.4,5.7
643,3829,7.5,99.1,-1.4,5.6
642,3833,7.5,98.8,-1.4,5.6
642,3839,7.4,98.7,-1.4,5.6
641,3843,7.4,98.8,-1.4,5.6
641,3848,7.4,98.9,-1.4,5.6
641,3852,7.3,99.0,-1.4,5.6
640,3859,7.3,98.8,-1.4,5.5
640,3866,7.3,97.8,-1.4,5.5
639,3869,7.3,95.9,-1.4,5.5
639,3875,7.3,94.7,-1.4,5.5
639,3879,7.3,94.4,-1.4,5.5
638,3884,7.3,94.1,-1.4,5.5
638,3889,7.3,93.9,-1.4,5.4
638,3893,7.3,93.5,-1.4,5.4
637,3898,7.3,92.9,-1.4,5.4
637,3903,7.3,92.1,-1.5,5.4
636,3907,7.4,90.9,-1.5,5.4
636,3913,7.4,89.7,-1.5,5.4
636,3917,7.5,89.0,-1.5,5.3
635,3922,7.5,89.0,-1.6,5.3
635,3926,7.4,89.2,-1.6,5.3
635,3932,7.4,89.3,-1.6,5.2
634,3937,7.4,88.9,-1.7,5.2
634,3941,7.4,88.4,-1.7,5.2
634,3945,7.5,87.9,-1.8,5.2
633,3950,7.5,87.6,-1.8,5.2
633,3955,7.5,87.3,-1.8,5.2
632,3961,7.5,86.6,-1.9,5.2
632,3965,7.6,85.4,-1.9,5.2
632,3971,7.6,84.6,-1.9,5.1
631,3975,7.6,84.5,-2.0,5.1
631,3980,7.6,84.5,-2.0,5.1
631,3985,7.6,84.5,-2.0,5.2
630,3989,7.6,84.1,-2.0,5.2
630,3994,7.6,83.2,-2.0,5.2
629,3999,7.6,82.0,-2.0,5.2
629,4003,7.6,81.0,-2.0,5.2
629,4007,7.6,80.8,-2.0,5.2
628,4011,7.6,81.0,-2.0,5.2
628,4016,7.6,81.3,-1.9,5.3
628,4021,7.5,81.3,-1.9,5.3
627,4025,7.5,81.4,-1.9,5.3
627,4030,7.5,81.5,-1.8,5.3
627,4035,7.4,81.6,-1.8,5.3
626,4038,7.4,81.7,-1.7,5.3
626,4043,7.4,81.9,-1.7,5.3
626,4047,7.3,82.1,-1.6,5.4
625,4052,7.3,82.3,-1.6,5.4
625,4056,7.3,82.3,-1.5,5.3
625,4063,7.2,82.3,-1.4,5.3
624,4070,7.2,82.0,-1.4,5.2
624,4076,7.2,81.4,-1.3,5.2
623,4081,7.2,80.7,-1.3,5.1
623,4085,7.2,80.3,-1.2,5.2
623,4089,7.2,80.2,-1.2,5.1
622,4093,7.2,80.2,-1.2,5.1
622,4098,7.1,80.4,-1.1,5.0
621,4102,7.1,80.7,-1.1,4.9
621,4109,7.0,81.0,-1.1,4.8
621,4117,7.0,81.3,-1.1,4.8
620,4123,7.0,81.3,-1.0,4.7
620,4127,7.0,81.1,-1.0,4.6
619,4132,7.0,81.1,-1.0,4.6
619,4136,6.9,81.3,-1.0,4.5
619,4139,6.9,81.3,-1.0,4.4
619,4144,6.9,81.2,-1.1,4.4
618,4147,6.9,81.0,-1.1,4.3
618,4150,6.9,81.0,-1.1,4.3
618,4154,6.9,81.1,-1.1,4.2
617,4160,6.9,81.2,-1.1,4.1
617,4162,6.9,81.4,-1.2,4.1
617,4164,6.9,81.7,-1.2,4.0
617,4169,6.8,82.1,-1.2,4.0
616,4173,6.8,82.4,-1.2,4.0
616,4176,6.8,82.5,-1.3,4.0
616,4180,6.8,82.4,-1.3,4.0
615,4184,6.8,82.2,-1.4,4.0
615,4188,6.8,82.0,-1.4,4.0
615,4190,6.8,81.7,-1.4,3.9
615,4193,6.8,81.5,-1.5,4.0
614,4197,6.8,81.6,-1.5,4.0
614,4202,6.7,81.7,-1.6,4.0
614,4205,6.7,81.8,-1.6,4.0
614,4209,6.7,82.0,-1.7,4.0
613,4212,6.6,82.2,-1.8,4.0
613,4216,6.6,82.4,-1.8,4.0
613,4220,6.6,82.5,-1.9,4.0
612,4223,6.5,82.7,-1.9,4.0
612,4228,6.5,82.8,-1.9,3.9
612,4231,6.5,83.0,-2.0,4.0
612,4235,6.4,83.1,-2.1,4.0
611,4239,6.4,83.3,-2.2,4.0
611,4245,6.3,83.5,-2.2,3.9
611,4249,6.3,83.4,-2.3,4.0
610,4253,6.3,83.3,-2.4,3.9
610,4257,6.3,83.4,-2.4,3.9
610,4263,6.2,83.5,-2.5,3.9
609,4268,6.2,83.4,-2.6,3.9
609,4272,6.2,82.9,-2.6,3.9
609,4276,6.2,82.3,-2.7,3.9
608,4281,6.2,81.8,-2.7,3.8
608,4287,6.2,81.1,-2.8,3.9
608,4292,6.2,80.8,-2.9,3.8
607,4295,6.2,81.4,-2.9,3.8
607,4299,6.2,82.3,-2.9,3.8
607,4303,6.2,83.0,-3.1,3.8
606,4307,6.2,83.5,-3.1,3.8
606,4310,6.2,83.9,-3.1,3.8
606,4314,6.1,84.1,-3.1,3.8
605,4319,6.1,84.4,-3.2,3.8
605,4323,6.1,84.6,-3.2,3.8
605,4327,6.0,84.6,-3.3,3.8
605,4330,6.0,84.6,-3.3,3.8
604,4335,5.9,84.5,-3.3,3.8
604,4339,5.9,84.0,-3.3,3.8
604,4341,5.9,82.6,-3.3,3.9
603,4345,5.9,80.3,-3.3,3.9
603,4351,5.9,79.0,-3.3,3.9
603,4355,5.9,79.0,-3.3,3.9
603,4359,5.9,79.2,-3.4,4.0
602,4363,5.9,79.2,-3.3,4.0
602,4367,5.8,79.0,-3.3,4.0
602,4371,5.8,79.0,-3.3,4.1
601,4375,5.8,79.1,-3.3,4.1
601,4380,5.7,79.4,-3.3,4.1
601,4383,5.7,79.6,-3.3,4.2
600,4389,5.7,79.8,-3.3,4.3
600,4393,5.6,79.9,-3.3,4.4
600,4397,5.6,79.9,-3.3,4.4
599,4402,5.6,79.9,-3.3,4.5
599,4406,5.6,80.1,-3.4,4.6
599,4410,5.6,80.4,-3.4,4.6
599,4413,5.6,81.1,-3.4,4.7
598,4416,5.5,81.7,-3.4,4.7
598,4421,5.5,82.1,-3.5,4.8
598,4424,5.5,82.7,-3.5,4.9
597,4429,5.5,83.6,-3.5,4.8
597,4433,5.5,83.8,-3.6,4.9
597,4437,5.5,83.8,-3.6,4.9
596,4440,5.5,83.8,-3.7,5.0
596,4446,5.5,83.8,-3.7,5.0
596,4452,5.6,83.2,-3.8,5.0
596,4456,5.7,82.1,-3.8,5.0
595,4460,5.8,81.2,-3.9,5.1
595,4463,5.8,81.0,-3.9,5.1
595,4466,5.8,81.1,-4.0,5.0
594,4470,5.8,81.2,-4.1,5.1
594,4474,5.8,81.2,-4.1,5.1
594,4477,5.7,81.0,-4.1,5.0
594,4481,5.7,80.7,-4.2,5.1
593,4485,5.7,80.5,-4.2,5.1
593,4489,5.7,80.4,-4.3,5.0
593,4492,5.7,80.4,-4.4,5.1
593,4495,5.7,80.5,-4.4,5.1
592,4498,5.7,80.9,-4.4,5.0
592,4501,5.6,81.5,-4.5,5.1
592,4504,5.5,81.8,-4.5,5.1
592,4509,5.5,82.1,-4.5,5.1
591,4513,5.4,82.2,-4.6,5.1
591,4516,5.4,82.4,-4.6,5.1
591,4520,5.3,82.6,-4.7,5.2
590,4526,5.3,82.9,-4.7,5.2
590,4530,5.2,83.1,-4.7,5.1
590,4535,5.2,83.2,-4.8,5.2
589,4541,5.1,83.2,-4.8,5.2
589,4547,5.1,83.1,-4.9,5.2
589,4550,5.1,83.1,-4.9,5.2
588,4555,5.0,83.0,-5.0,5.2
588,4558,5.0,83.1,-5.0,5.2
588,4562,5.0,83.0,-5.0,5.2
587,4566,5.0,83.0,-5.0,5.2
587,4571,5.0,83.1,-5.0,5.2
587,4574,4.9,83.3,-5.0,5.2
586,4579,4.9,83.7,-5.0,5.2
586,4585,4.9,83.9,-5.0,5.1
586,4590,4.9,84.0,-5.0,5.1
585,4597,4.9,83.8,-5.0,5.1
585,4602,5.0,82.9,-4.9,5.0
585,4606,5.1,81.5,-4.9,5.0
584,4611,5.1,80.3,-4.8,4.9
584,4616,5.2,79.7,-4.8,4.8
584,4621,5.2,79.5,-4.8,4.9
583,4625,5.2,79.5,-4.7,4.8
583,4630,5.1,79.7,-4.6,4.7
582,4635,5.1,79.9,-4.5,4.7
582,4641,5.0,80.2,-4.5,4.7
582,4646,5.0,80.5,-4.4,4.7
581,4651,4.9,80.9,-4.3,4.6
581,4657,4.9,81.1,-4.2,4.6
581,4663,4.8,81.3,-4.1,4.6
580,4669,4.8,81.4,-4.0,4.6
580,4674,4.7,81.3,-3.9,4.6
579,4678,4.7,81.3,-3.8,4.6
579,4683,4.7,81.3,-3.7,4.6
579,4687,4.6,81.5,-3.5,4.6
578,4693,4.6,81.8,-3.4,4.7
578,4698,4.5,82.0,-3.3,4.6
578,4703,4.5,82.1,-3.2,4.7
577,4707,4.4,82.4,-3.1,4.7
577,4713,4.4,82.7,-3.0,4.7
577,4719,4.3,83.0,-2.8,4.7
576,4723,4.3,83.2,-2.8,4.8
576,4726,4.2,83.2,-2.7,4.8
576,4732,4.2,83.5,-2.5,4.8
575,4738,4.1,83.8,-2.4,4.8
575,4744,4.1,84.0,-2.3,4.8
574,4749,4.0,84.1,-2.2,4.8
574,4754,4.0,84.1,-2.1,4.9
574,4761,4.0,83.9,-2.0,4.8
573,4765,4.0,83.4,-1.9,4.8
573,4770,3.9,83.1,-1.8,4.8
573,4774,3.9,83.2,-1.8,4.8
572,4779,3.9,83.4,-1.7,4.7
572,4785,3.8,83.7,-1.6,4.7
571,4792,3.7,84.2,-1.6,4.7
571,4798,3.6,84.9,-1.5,4.7
570,4807,3.5,85.6,-1.4,4.7
570,4814,3.5,85.8,-1.4,4.6
570,4820,3.4,85.7,-1.4,4.6
569,4827,3.4,85.8,-1.3,4.6
569,4832,3.3,86.1,-1.3,4.5
568,4837,3.3,86.5,-1.3,4.5
568,4843,3.2,86.9,-1.3,4.5
567,4850,3.2,87.2,-1.2,4.5
567,4856,3.1,87.2,-1.2,4.5
567,4862,3.1,87.3,-1.2,4.4
566,4867,3.0,87.4,-1.2,4.4
566,4873,2.9,87.8,-1.2,4.4
566,4878,2.9,88.1,-1.2,4.5
565,4882,2.9,88.1,-1.2,4.5
565,4885,2.8,88.1,-1.2,4.5
565,4891,2.8,88.1,-1.2,4.5
564,4895,2.7,88.3,-1.2,4.5
564,4900,2.7,88.6,-1.2,4.6
564,4904,2.7,89.0,-1.2,4.6
563,4908,2.6,89.5,-1.2,4.6
563,4912,2.6,90.0,-1.2,4.7
563,4916,2.5,90.5,-1.2,4.7
562,4921,2.5,90.8,-1.2,4.8
562,4926,2.5,91.1,-1.2,4.9
562,4931,2.4,91.3,-1.2,5.0
561,4935,2.4,91.4,-1.2,5.0
561,4939,2.4,91.6,-1.2,5.1
561,4944,2.3,91.8,-1.2,5.1
561,4948,2.3,91.9,-1.2,5.1
560,4954,2.2,91.9,-1.2,5.2
560,4956,2.2,91.7,-1.2,5.2
560,4961,2.2,91.4,-1.2,5.3
559,4966,2.2,91.1,-1.2,5.3
559,4971,2.2,90.9,-1.3,5.3
559,4976,2.1,90.8,-1.3,5.3
558,4981,2.1,90.9,-1.3,5.3
558,4985,2.1,91.0,-1.3,5.3
558,4991,2.1,91.1,-1.3,5.3
557,4996,2.1,91.1,-1.4,5.3
557,5001,2.1,91.1,-1.4,5.3
557,5005,2.1,91.0,-1.4,5.3
556,5010,2.1,90.9,-1.4,5.3
556,5015,2.1,90.6,-1.5,5.3
556,5020,2.1,90.4,-1.5,5.3
555,5025,2.1,90.1,-1.5,5.3
555,5030,2.1,90.0,-1.5,5.3
555,5036,2.1,90.1,-1.6,5.3
554,5042,2.1,90.2,-1.6,5.3
554,5046,2.0,90.1,-1.6,5.3
553,5051,2.0,90.1,-1.6,5.3
553,5056,2.0,89.9,-1.6,5.2
553,5062,2.0,89.7,-1.6,5.2
552,5066,2.0,89.5,-1.6,5.2
552,5070,2.0,89.1,-1.6,5.2
552,5075,2.0,88.7,-1.6,5.2
551,5080,2.0,88.3,-1.6,5.2
551,5085,2.0,87.8,-1.6,5.1
551,5090,2.0,87.7,-1.6,5.1
550,5095,2.0,87.8,-1.6,5.1
550,5100,1.9,88.0,-1.5,5.1
550,5105,1.9,88.1,-1.5,5.1
550,5109,1.9,88.1,-1.5,5.1
549,5114,1.9,88.1,-1.5,5.1
549,5118,1.8,88.2,-1.5,5.1
549,5123,1.8,88.4,-1.4,5.1
548,5127,1.7,88.7,-1.4,5.2
548,5132,1.7,89.0,-1.4,5.2
548,5137,1.7,89.1,-1.4,5.2
547,5143,1.6,89.1,-1.4,5.2
547,5147,1.6,89.2,-1.4,5.3
547,5152,1.6,89.3,-1.4,5.3
546,5156,1.6,89.3,-1.4,5.3
546,5162,1.6,89.3,-1.4,5.4
546,5166,1.5,89.4,-1.4,5.4
545,5171,1.5,89.4,-1.5,5.5
545,5175,1.5,89.6,-1.5,5.5
545,5181,1.4,90.0,-1.5,5.6
544,5186,1.4,90.4,-1.5,5.6
544,5192,1.4,90.6,-1.5,5.6
544,5197,1.3,90.7,-1.6,5.7
543,5203,1.3,90.7,-1.6,5.7
543,5207,1.3,90.4,-1.7,5.8
542,5214,1.3,90.3,-1.7,5.8
542,5219,1.2,90.4,-1.7,5.7
542,5224,1.2,90.5,-1.8,5.8
541,5229,1.2,90.7,-1.8,5.8
541,5234,1.1,90.9,-1.8,5.8
541,5240,1.1,91.1,-1.8,5.8
540,5245,1.0,91.3,-1.9,5.9
540,5250,1.0,91.4,-1.9,5.9
540,5255,1.0,91.3,-1.9,5.9
539,5260,0.9,91.2,-1.9,5.9
539,5265,0.9,91.0,-1.9,5.9
539,5270,0.9,90.9,-2.0,5.9
538,5275,0.9,90.5,-2.0,5.9
538,5281,0.9,90.1,-2.0,5.9
538,5286,0.9,89.9,-2.0,5.9
537,5291,0.9,89.9,-1.9,5.9
537,5296,0.8,90.1,-1.9,5.9
537,5301,0.8,90.4,-1.9,5.9
536,5305,0.7,90.9,-1.9,5.8
536,5311,0.7,91.3,-1.9,5.8
536,5316,0.6,91.6,-1.9,5.8
535,5321,0.6,92.0,-1.9,5.8
535,5326,0.5,92.1,-1.8,5.7
535,5331,0.5,92.0,-1.8,5.7
534,5337,0.5,91.8,-1.8,5.7
534,5341,0.5,91.5,-1.8,5.7
533,5348,0.5,91.5,-1.7,5.6
533,5352,0.4,91.6,-1.7,5.6
533,5360,0.4,91.7,-1.7,5.6
532,5366,0.4,91.6,-1.7,5.5
532,5371,0.3,91.5,-1.7,5.5
532,5377,0.3,91.3,-1.7,5.5
531,5382,0.3,91.4,-1.7,5.5
531,5386,0.2,91.8,-1.7,5.4
530,5392,0.2,92.2,-1.7,5.4
530,5398,0.1,92.6,-1.7,5.4
530,5405,0.1,92.9,-1.7,5.3
529,5410,0.0,92.9,-1.7,5.3
529,5418,0.0,92.9,-1.7,5.3
529,5423,-0.1,92.9,-1.7,5.2
528,5429,-0.1,92.6,-1.7,5.2
528,5436,-0.1,92.6,-1.7,5.2
527,5441,-0.2,92.7,-1.8,5.2
527,5448,-0.2,92.9,-1.7,5.1
526,5453,-0.3,93.3,-1.8,5.1
526,5460,-0.3,93.8,-1.8,5.1
526,5467,-0.4,94.2,-1.8,5.1
525,5472,-0.5,94.8,-1.8,5.1
525,5478,-0.5,95.3,-1.8,5.1
524,5487,-0.6,95.8,-1.8,5.1
524,5497,-0.7,96.0,-1.8,5.0
523,5503,-0.8,96.1,-1.8,5.0
523,5509,-0.8,96.3,-1.8,5.0
522,5515,-0.9,96.7,-1.9,5.1
522,5523,-1.0,97.1,-1.9,5.1
522,5530,-1.0,97.3,-1.9,5.1
521,5538,-1.1,97.3,-1.9,5.0
521,5543,-1.1,97.3,-1.9,5.0
520,5548,-1.2,97.5,-1.9,5.0
520,5555,-1.3,98.1,-2.0,5.0
520,5561,-1.4,98.9,-2.0,5.1
519,5568,-1.4,99.4,-2.0,5.1
519,5573,-1.5,99.8,-2.0,5.1
518,5578,-1.5,99.9,-2.0,5.1
518,5584,-1.6,100.0,-2.1,5.2
518,5589,-1.6,100.0,-2.1,5.2
517,5594,-1.6,100.0,-2.1,5.2
517,5600,-1.7,100.0,-2.1,5.2
517,5605,-1.7,100.0,-2.2,5.3
516,5610,-1.7,100.0,-2.2,5.3
516,5615,-1.7,100.0,-2.2,5.3
516,5621,-1.7,100.0,-2.2,5.3
515,5625,-1.8,100.0,-2.2,5.2
515,5630,-1.8,100.0,-2.2,5.2
515,5636,-1.9,100.0,-2.3,5.3
514,5641,-2.0,100.0,-2.3,5.3
514,5647,-2.0,100.0,-2.3,5.3
514,5652,-2.0,98.9,-2.3,5.3
513,5656,-2.0,97.4,-2.3,5.3
513,5662,-1.9,96.0,-2.3,5.2
513,5666,-1.9,95.1,-2.3,5.2
512,5672,-1.9,94.3,-2.3,5.2
512,5676,-1.9,94.0,-2.3,5.2
512,5683,-1.9,94.0,-2.3,5.2
511,5687,-1.9,94.1,-2.2,5.1
511,5692,-1.9,94.2,-2.2,5.1
511,5698,-1.9,94.3,-2.2,5.1
510,5702,-1.9,93.9,-2.2,5.1
510,5707,-1.9,93.2,-2.1,5.1
510,5712,-1.9,92.7,-2.1,5.1
509,5716,-1.9,92.3,-2.1,5.0
509,5721,-1.9,92.1,-2.0,5.0
509,5727,-1.9,91.7,-2.0,5.0
509,5731,-1.9,91.0,-2.0,4.9
508,5736,-1.9,90.5,-1.9,4.9
508,5742,-1.9,90.5,-1.9,5.0
508,5746,-1.9,90.8,-1.8,4.9
507,5752,-1.9,90.9,-1.8,4.9
507,5756,-2.0,91.0,-1.7,4.8
507,5763,-2.0,90.9,-1.7,4.8
506,5768,-2.0,90.6,-1.7,4.8
506,5772,-2.0,90.2,-1.6,4.7
506,5776,-2.0,89.6,-1.6,4.7
505,5782,-2.0,88.9,-1.6,4.7
505,5786,-2.0,88.1,-1.6,4.7
505,5791,-2.0,87.0,-1.5,4.7
504,5795,-2.0,85.8,-1.5,4.7
504,5800,-1.9,84.7,-1.5,4.7
504,5804,-1.9,84.0,-1.5,4.7
504,5810,-1.9,83.6,-1.5,4.7
503,5815,-1.9,83.4,-1.5,4.6
503,5818,-1.9,83.3,-1.5,4.6
503,5823,-1.9,83.2,-1.5,4.6
502,5828,-2.0,83.2,-1.5,4.6
502,5833,-2.0,83.2,-1.5,4.6
502,5837,-2.0,83.1,-1.5,4.6
502,5842,-2.0,83.1,-1.5,4.6
501,5846,-2.0,83.1,-1.5,4.6
501,5851,-2.1,83.0,-1.5,4.5
501,5855,-2.1,82.9,-1.5,4.5
500,5860,-2.1,82.9,-1.6,4.5
500,5865,-2.1,82.8,-1.6,4.5
500,5869,-2.2,82.7,-1.6,4.5
499,5874,-2.2,82.7,-1.6,4.5
499,5879,-2.2,82.7,-1.6,4.5
499,5884,-2.3,82.8,-1.7,4.5
499,5890,-2.3,82.9,-1.7,4.5
498,5894,-2.3,82.9,-1.7,4.5
498,5899,-2.4,83.0,-1.7,4.5
498,5904,-2.4,83.2,-1.7,4.5
497,5908,-2.5,83.4,-1.7,4.5
497,5912,-2.5,83.6,-1.7,4.5
497,5917,-2.5,83.8,-1.7,4.5
497,5922,-2.6,84.0,-1.8,4.5
496,5926,-2.6,84.1,-1.8,4.5
496,5931,-2.6,84.3,-1.8,4.5
496,5936,-2.7,84.5,-1.8,4.5
495,5940,-2.7,84.8,-1.8,4.5
495,5946,-2.7,85.1,-1.7,4.5
495,5950,-2.7,85.2,-1.7,4.5
494,5955,-2.8,85.3,-1.7,4.4
494,5959,-2.8,85.5,-1.7,4.4
494,5964,-2.9,85.8,-1.7,4.4
494,5969,-2.9,86.1,-1.7,4.4
493,5973,-2.9,86.4,-1.7,4.4
493,5978,-3.0,86.6,-1.7,4.4
493,5982,-3.0,86.8,-1.7,4.4
492,5987,-3.1,87.0,-1.7,4.4
492,5991,-3.1,87.2,-1.6,4.3
492,5995,-3.1,87.3,-1.6,4.3
492,5999,-3.2,87.5,-1.6,4.3
491,6004,-3.2,87.8,-1.6,4.3
491,6008,-3.3,88.1,-1.6,4.3
491,6013,-3.3,88.4,-1.7,4.3
491,6018,-3.3,88.9,-1.6,4.2
490,6022,-3.4,89.3,-1.6,4.2
490,6027,-3.4,89.9,-1.7,4.2
490,6031,-3.5,90.7,-1.7,4.2
489,6037,-3.5,91.6,-1.7,4.2
489,6041,-3.6,92.0,-1.7,4.1
489,6046,-3.6,92.0,-1.7,4.1
488,6052,-3.7,92.1,-1.7,4.0
488,6055,-3.7,92.2,-1.7,3.9
488,6059,-3.7,92.1,-1.7,3.9
488,6064,-3.8,92.0,-1.8,3.9
487,6069,-3.8,91.5,-1.7,3.8
487,6074,-3.8,91.2,-1.8,3.8
487,6078,-3.8,91.2,-1.8,3.8
487,6083,-3.8,91.2,-1.8,3.7
486,6087,-3.8,91.3,-1.8,3.7
486,6091,-3.8,91.2,-1.8,3.7
486,6096,-3.8,90.8,-1.8,3.6
485,6101,-3.8,90.2,-1.8,3.6
485,6105,-3.8,89.8,-1.8,3.6
485,6110,-3.8,89.8,-1.8,3.6
485,6113,-3.8,90.1,-1.8,3.5
484,6119,-3.9,90.4,-1.8,3.5
484,6123,-3.9,90.7,-1.8,3.5
484,6128,-3.9,90.9,-1.8,3.5
483,6132,-4.0,91.1,-1.8,3.4
483,6138,-4.0,91.2,-1.8,3.4
483,6142,-4.0,91.4,-1.8,3.4
483,6146,-4.0,91.5,-1.8,3.4
482,6151,-4.1,91.7,-1.8,3.4
482,6155,-4.1,91.7,-1.8,3.4
482,6160,-4.1,91.9,-1.7,3.3
481,6165,-4.2,92.1,-1.7,3.3
481,6169,-4.2,92.4,-1.7,3.3
481,6174,-4.2,92.8,-1.7,3.3
481,6179,-4.3,93.3,-1.7,3.3
480,6184,-4.3,93.6,-1.7,3.3
480,6188,-4.3,93.5,-1.7,3.3
480,6193,-4.3,93.2,-1.7,3.3
480,6197,-4.4,92.8,-1.7,3.3
479,6202,-4.4,92.6,-1.6,3.2
479,6206,-4.4,92.4,-1.6,3.2
479,6211,-4.4,92.3,-1.6,3.2
478,6214,-4.5,92.3,-1.6,3.2
478,6219,-4.5,92.3,-1.6,3.2
478,6224,-4.5,92.1,-1.6,3.2
478,6228,-4.5,91.4,-1.6,3.2
477,6232,-4.5,90.7,-1.6,3.2
477,6237,-4.5,90.3,-1.6,3.2
477,6240,-4.5,90.0,-1.6,3.2
477,6245,-4.5,89.7,-1.6,3.2
476,6249,-4.5,89.3,-1.6,3.3
476,6255,-4.5,89.3,-1.6,3.3
476,6259,-4.6,89.5,-1.6,3.3
476,6262,-4.6,89.6,-1.6,3.4
475,6267,-4.6,89.7,-1.6,3.4
475,6272,-4.7,89.9,-1.6,3.5
475,6277,-4.7,90.0,-1.6,3.5
474,6282,-4.7,90.1,-1.6,3.5
474,6287,-4.8,90.2,-1.6,3.6
474,6291,-4.8,90.1,-1.6,3.6
474,6295,-4.8,89.9,-1.6,3.6
473,6300,-4.8,89.5,-1.6,3.6
473,6304,-4.8,89.1,-1.6,3.7
473,6308,-4.8,88.2,-1.6,3.7
473,6312,-4.8,87.1,-1.6,3.7
472,6317,-4.8,85.9,-1.6,3.7
472,6322,-4.8,85.3,-1.6,3.8
472,6327,-4.8,85.0,-1.6,3.8
471,6331,-4.8,84.9,-1.6,3.8
471,6335,-4.8,84.8,-1.6,3.8
